,Date,User,Tweet
37,2022-05-06 09:11:30+00:00,MstrCrab888,"@ABSCBNNews Thank you. Kayo din yung gusto magpaQuit kay Sen Kiko for Sen Tito Sotto, right?"
38,2022-05-06 09:06:29+00:00,rapplerdotcom,"WATCH: Presidential candidate Panfilo Lacson and running mate Vicente “Tito” Sotto III hold their miting de avance in Carmona, Cavite on Friday, May 6. #PHVote #WeDecide 

LIVE UPDATES: https://t.co/3pPU29DtQt https://t.co/HwgXlM0BJL"
39,2022-05-06 08:32:00+00:00,keiroronnshin,"SHUTA ANONG MUKTIVERSE YON,, MAY NAKITA AKONG LENI ROBREDO AND TITO SOTTO POSTER AJRBIWNDK?!?!??!?!?!?@(@??×"
40,2022-05-06 08:17:12+00:00,gomasterpieceX7,Tito sotto sagot haha! Di kita didiktahan sa iboboto mo mama gnyan kita kamahal haha! Kht ayaw ko kay sotto🤣 https://t.co/xTgrfnpPaf
41,2022-05-06 08:12:28+00:00,2minDig,Habang ineendorso naman ni David ang kaniyang kalaban na si Senate President Vicente “Tito” Sotto III sa pagka-Bise Presidente.
42,2022-05-06 08:04:31+00:00,absolutelykeipi,Is it not enough that he did not endorse his uncle Tito Sotto? Vico and VP Leni are not even on the same party list. Wag po natin ipressure si Vivico. Some people tend to overlook Vico's standard leadership and good deeds over a small shortcoming. Hayy 😩
43,2022-05-06 07:11:34+00:00,SHALvus_,"VP LENI IS MY PRESIDENT
TITO SOTTO IS MY VICE PRESIDENT 

SORRY PO. 🥺🥺"
44,2022-05-06 07:11:10+00:00,Sagisagph,"David said he is supporting Robredo as she has the chance of winning over Ferdinand “Bongbong” Marcos Jr. 

Full story: https://t.co/phwEMeioxx

#Election2022
#LeniRobredo
#TitoSotto https://t.co/OJJzmkwW7G"
45,2022-05-06 06:58:28+00:00,itsmaggiebtw,anyone who openly endorses and votes for tito sotto is spitting at the grave of pepsi paloma. i barely expect anything from the church leaders yet i’m still utterly disappointed that they’d endorse him. kadiri.
46,2022-05-06 06:14:36+00:00,onenewsph,"He also asks the public to vote for his rival Sen. Tito Sotto for vice president.

David previously called for a grand coalition to defeat the Marcos-Duterte tandem, which is leading the pre-election surveys. #BilangPilipino2022"
47,2022-05-06 05:53:19+00:00,japtobias,"Peke. Kasinungalingan. Kaplastikan. 

Sana nagaalign ang words sa actions, lalo na kay Tito Sotto. 

Di ba siya tong pasabi-sabi na ""no chance"" pumasa ang SOGIE Equality Bill sa senado dahil focused ito sa mga ""gays"" and pinipilit mo na it impedes religious and academic freedom?"
48,2022-05-06 05:26:53+00:00,pedrorichter,Nagpahayag ng suporta si vice presidential bet Rizalito David kay presidential candidate Leni Robredo matapos unang iendorso ang katunggali niya sa pagkabise na si Tito Sotto https://t.co/rkajhB7oWM
49,2022-05-06 05:12:07+00:00,News5PH,"Ayon kay David, sinusuportahan niya si Robredo dahil siya ang maaaring makatalo kay Bongbong Marcos. Inendorso rin niya ang katunggaling si Senate Pres. Tito Sotto."
50,2022-05-06 04:46:41+00:00,BobReye68206730,@PhilippineStar Why? Are you saying Shawie that your uncle Tito Sotto is not decent to be a VP? Mahiya ka sa lahi nyo.
51,2022-05-06 04:36:11+00:00,prismat90810385,@PhilstarNews thank you tito sotto for describing who leni robredo is.
